,id,translation
19804,19804,"{'en': 'a woman outside on a street wearing a yellow shirt and sunglasses .', 'bn': 'হলুদ রঙের জামা ও রোদচশমা পরিহিত একজন নারী রাস্তায় হাঁটছে'}"
19805,19805,"{'en': 'a young blond woman wearing a yellow shirt walking down a sidewalk .', 'bn': 'চশমা ও ছোট ব্যাগ কাঁধে নিয়ে এক মহিলা হাটছেন'}"
19806,19806,"{'en': 'a dark brown dog runs behind a yellow dog in the grass .', 'bn': 'একটি কালো কুকুর একটি বাদামী কুকুরের পিছনে দৌড়াচ্ছে'}"
19807,19807,"{'en': 'one tan dog running on the grass with a brown dog running close behind', 'bn': 'একটি কয়লা কুকুর একটি ব্রাউন কুকুর নিয়ে ঘাসের উপর দৌড়াচ্ছে'}"
19808,19808,"{'en': 'the two dogs , one dark and one light colored , are running outdoors .', 'bn': 'একটি কালো এবং একটি হালকা রঙের কুকুর বাইরে দৌড়াচ্ছে'}"
19809,19809,"{'en': 'two brown dogs are running through a grassy area .', 'bn': 'বাদামি রঙের দুইটি কুকুর ঘাসযুক্ত অঞ্চলে দৌড়ে যাচ্ছে'}"
19810,19810,"{'en': 'a little dark haired girl runs on the beach .', 'bn': 'একটি ছোটো কৃষ্ণকেশী মেয়ে সৈকতে দৌড়াচ্ছে'}"
19811,19811,"{'en': 'a little girl barefoot , wearing a white shirt and brown skirt runs along the sandy shoreline .', 'bn': 'একটি ছোট্ট মেয়ে খালি পায়ে, সাদা শার্ট এবং ব্রাউন স্কার্ট পরে বালুকাময় তীররেখা ধরে দৌড়াচ্ছে।'}"
19812,19812,"{'en': 'a little girl running at on the shore of a beach .', 'bn': 'একটি ছোট মেয়ে সৈকতে দৌড়াচ্ছে'}"
19813,19813,"{'en': 'a young child is running along a beach .', 'bn': 'একটি বাচ্চা শিশু সমুদ্রের ধারে দৌড়াচ্ছে'}"
19814,19814,"{'en': 'a young girl running on the beach .', 'bn': 'সৈকতে একটি বাচ্চা দৌড়াচ্ছে'}"
19815,19815,"{'en': 'a dog jumping at the beach .', 'bn': 'একটি কুকুর সৈকতে লাফ দিচ্ছে'}"
19816,19816,"{'en': 'a furry white dog playing in the sand .', 'bn': 'বালিতে খেলছে এক পশমযুক্ত সাদা কুকুর।'}"
19817,19817,"{'en': 'a muddy dog runs next to water .', 'bn': 'একটি কাঁদামাটিমাখা কুকুর পানির পাশে দৌড়াচ্ছে'}"
19818,19818,"{'en': 'a small dog is jumping on the dirt in front of some water', 'bn': 'একটি ছোট্ট কুকুর পানির সামনের মাটির উপর লাফ দিচ্ছে'}"
19819,19819,"{'en': 'dog on a rock next to water .', 'bn': 'পানির পাশে বালিতে একটি কুকুর দৌড়াচ্ছে'}"
19820,19820,"{'en': 'a flock of birds disturbed and in flight in front of a wall that has a mural of three women and a man .', 'bn': 'এক ঝাঁক পাখি একটি দেয়াল চিত্রের সামনে দিয়ে উড়ে যাচ্ছে'}"
19821,19821,"{'en': 'a flock of birds flying past a chinese mural on a building .', 'bn': 'একটি ভবনে চাইনিজ ম্যুরাল পেরিয়ে পাখির ঝাঁক।'}"
19822,19822,"{'en': 'a flock of birds fly up from the ground next to a building with a mural .', 'bn': 'ম্যুরাল আঁকা দেওয়ালের পাশে একদল পাখি উড়ে যাচ্ছে'}"
19823,19823,"{'en': 'a group of birds fly up from the street against a painted wall .', 'bn': 'রাস্তায় একটি চিত্রিত দেয়ালের সামনে দিয়ে একদল পাখি উড়ে যাচ্ছে'}"
19824,19824,"{'en': 'flock of pigeons flying in front of building with a mural painted on it .', 'bn': 'রঙিন দেয়ালের পাশে কবুতরের ঝাক উড়ছে'}"
19825,19825,"{'en': 'a crowd of children and some are wearing green costumes .', 'bn': 'বাচ্চাদের ভিড়ে কয়েকটি বাচ্চা সবুজ পোশাক পরে আছে'}"
19826,19826,"{'en': 'a crowd of children point towards an object to the right of the frame .', 'bn': 'বাচ্চাদের ভিড়, ফ্রেমের ডানদিকে কোনও বস্তুর দিকে ইশারা করে।'}"
19827,19827,"{'en': 'a group of children pointing at something unseen .', 'bn': 'একদল শিশু অদেখা কিছুর দিকে তাক করে আছে'}"
19828,19828,"{'en': 'a group of multi-cultural kids are excited by what they are watching .', 'bn': 'ভিন্ন ভিন্ন সংস্কৃতির একদল শিশু কিছু একটার দিকে তাকিয়ে প্রবল আনন্দ উপভোগ করছে'}"
19829,19829,"{'en': 'an audience of children are smiling and pointing', 'bn': 'দর্শকের সারিতে বসে থাকা বাচ্চারা কিছু একটার দিকে আঙ্গুল দিয়ে নির্দেশ করছে'}"
19830,19830,"{'en': 'a boy in a brown jacket and a girl in a red jacket are sitting on some metal bars with a metal object between them .', 'bn': 'বাদামী জ্যাকেট পরিহিত একটি ছেলে ও লাল জ্যাকেট পরিহিত মেয়েটি একটি ধাতব যন্ত্রের উপর বসে সেটায় কাজ করছে'}"
19831,19831,"{'en': 'a man and woman assemble a metal structure .', 'bn': 'একটি পুরুষ এবং মহিলা একটি ধাতব কাঠামো একত্রিত করে ।'}"
19832,19832,"{'en': 'a man and woman sit and work on a metal beam .', 'bn': 'একজন মহিলা এবং পুরুষ একটি ধাতুর বীমের উপর বসে আছে'}"
19833,19833,"{'en': 'boy and girl building metal structure .', 'bn': 'একজন বালক এবং একজন বালিকা ধাতব কাঠামো তৈরি করছে'}"
19834,19834,"{'en': 'two people build together .', 'bn': 'এক ছেলে ও এক মেয়ে এক সাথে স্টিলের যন্ত্রে কাজ করছে'}"
19835,19835,"{'en': 'a bunch of people at a train station .', 'bn': 'একদল লোক একটি ট্রেন স্টেশনে'}"
19836,19836,"{'en': 'a photo of a train platform on a chilly day .', 'bn': 'একটি  ঠাণ্ডাদিনে একটি ট্রেন প্ল্যাটফর্মের একটি ছবি'}"
19837,19837,"{'en': 'a train station says "" tychy miasto ""', 'bn': 'একটি রেলস্টেশনে লিখা আছে টাইচি মিয়াস্টো'}"
19838,19838,"{'en': 'people are boarding two yellow and blue trains .', 'bn': 'লোকজন দুইটি হলুদ ও নীল রঙের ট্রেনে চড়ছে'}"
19839,19839,"{'en': 'several people waiting outside a train station .', 'bn': 'ট্রেন ষ্টেশনে অনেক লোক দাঁড়িয়ে আছে'}"
19840,19840,"{'en': 'two girls take in the view .', 'bn': 'দুটি মেয়ে দাঁড়িয়ে দৃশ্য উপভোগ করছে'}"
19841,19841,"{'en': 'two woman stand on a building ledge and look down on a city .', 'bn': ""দু'জন মহিলা একটি বিল্ডিংয়ের ধারে দাঁড়িয়ে একটি শহরের দিকে তাকিয়ে আছেন।""}"
19842,19842,"{'en': 'two women are standing next to a railing overlooking a city .', 'bn': 'দুজন মহিলা একটি বেড়ার পাশে দাড়িয়ে শহরের দিকে তাকিয়ে আছে'}"
19843,19843,"{'en': 'two women look out at many houses below .', 'bn': 'দুইজন নারী নিচের অনেকগুলো ঘরের দিকে তাকিয়ে আছে'}"
19844,19844,"{'en': 'two young girls look out to a town below them .', 'bn': 'দুই মেয়ে পাহাড়ের উপর থেকে শহরের দৃশ্য উপভোগ করছেন'}"
19845,19845,"{'en': 'a couple posing for the camera with rain jackets on .', 'bn': 'বৃষ্টির পোশাক পরে ক্যামেরায় পোজ দিচ্ছে একটি দম্পতি'}"
19846,19846,"{'en': 'a couple stands covered in plastic ; she smiles and he scowls .', 'bn': 'একটি দম্পতি প্লাস্টিকের আচ্ছাদিত দাঁড়িয়ে,মহিলা হাসেন এবং পুরুষ চোখ রাঙ্গান'}"
19847,19847,"{'en': 'a lady and a man wear rain ponchos .', 'bn': 'একজন মহিলা এবং পুরুষ বৃষ্টি থেকে বাচঁতে প্লাস্টিকের জামা পরে আছে'}"
19848,19848,"{'en': 'a man and a woman in plastic coverings .', 'bn': 'প্লাস্টিকের আবরণে মোড়ানো একজন লোক এবং একজন নারী'}"
19849,19849,"{'en': 'the man and woman are wearing a protective plastic raincoat .', 'bn': 'রেইনকোট পড়ে এক দম্পতি ছবি তুলছেন'}"
19850,19850,"{'en': 'a grandmother and a small child are sitting at a table being served by a woman in a black shirt .', 'bn': 'একজন দাদী এবং একটি বাচ্চা টেবিলে বসে আছে এবং কালো পোশাক পরা একজন মহিলা তাদের খাবার পরিবেশন করছেন'}"
19851,19851,"{'en': 'an old lady and a child are sitting at an ornate green table whilst being served by food by an african person .', 'bn': 'একজন বৃদ্ধা মহিলা এবং একটি শিশু একটি অলঙ্কৃত সবুজ টেবিলে বসে আছেন, যখন কোনও আফ্রিকান ব্যক্তি তার দ্বারা খাদ্য পরিবেশন করা হয়।'}"
19852,19852,"{'en': 'a young boy , a young girl , an older woman and a man gather for a meal', 'bn': 'একজন বৃদ্ধ মহিলা, একটি যুবক, একটি যুবতী খাবারের জন্য বসেছে'}"
19853,19853,"{'en': 'people are sitting at a green table set with placemats and green glasses .', 'bn': 'কয়েকজন মানুষ সবুজ রঙের গ্লাস ও মাদুর দিয়ে সজ্জিত সবুজ রঙের টেবিলে বসে আছে'}"
19854,19854,"{'en': 'various members of a family are gathering around a decorated dining table .', 'bn': 'পরিবারের লোকজন টেবিলে বসে খাবার খাচ্ছেন'}"
19855,19855,"{'en': 'a group of children are raising their hands in the air .', 'bn': 'একদল বাচ্চা তাদের হাত উপরে তুলেছে'}"
19856,19856,"{'en': 'a group of kids singing and putting their hands in the air', 'bn': 'একদল বাচ্চা গান করছে এবং বাতাসে হাত তুলছে'}"
19857,19857,"{'en': 'little kids stand together and raise their hands in the air .', 'bn': 'শিশুরা একত্রিত হয়ে হাত উঁচু করে দাড়িয়ে আছে'}"
19858,19858,"{'en': 'little kids with their hands in the air', 'bn': 'ছোট বাচ্চারা তাদের হাত উপরে তুলে দাঁড়িয়ে আছে'}"
19859,19859,"{'en': 'some children are raising their hands and clapping .', 'bn': 'কিছু বাচ্চা হাত তুলে তালি দিচ্ছে।'}"
19860,19860,"{'en': 'a man and woman , both wearing white , are on rocks .', 'bn': 'পাথরের উপর সাদা পোশাক পরিহিত একজন পুরুষ এবং একজন মহিলা'}"
19861,19861,"{'en': 'a man and woman wearing white shirts and jeans resting on a rocky surface .', 'bn': 'সাদা শার্ট এবং জিন্স পরা একজন পুরুষ ও মহিলা পাথুরে পৃষ্ঠে বিশ্রাম নিচ্ছেন।'}"
19862,19862,"{'en': 'a man in a white tank top , blue jeans and glasses sitting on a rock with a woman in a white tank top , blue jeans and glasses standing over him .', 'bn': 'একজন লোক হাতাকাটা জামা পরে পাথরের উপর বসে আছে আর তার পাশে একজন মহিলা হাতাকাটা জামা পরে দাড়িয়ে আছে'}"
19863,19863,"{'en': 'a woman in sunglasses standing beside a man in sunglasses sitting on a rock .', 'bn': 'সাদা গেঞ্জি ও জিন্স এর প্যান্ট পড়া এক পুরুষ ও এক মহিলা'}"
19864,19864,"{'en': 'a woman standing next to a man who is sitting on a rock .', 'bn': 'পাথরের উপর বসে একজন মানুষের পাশে দাঁড়িয়ে একজন মহিলা।'}"
19865,19865,"{'en': 'a couple each wearing white tanktops sitting on a rock ledge of looking several mountains', 'bn': 'সাদা গেঞ্জি পরিহিত একটি দম্পতি একটি বড় শিলার উপর বসে আছে'}"
19866,19866,"{'en': 'a man and a woman dressed in jeans and white shirts sit and look off into the distance of a rocky terrain .', 'bn': 'জিন্স এবং সাদা শার্ট পরিহিত এক পুরুষ এবং একজন মহিলা বসে রকিং ভূখণ্ডের দূরত্বে সন্ধান করলেন।'}"
19867,19867,"{'en': 'a man and a woman sit on rocks .', 'bn': 'একজন পুরুষ এবং মহিলা পাথরের উপর বসে আছে'}"
19868,19868,"{'en': 'a man and woman sit on the rocky overlook .', 'bn': 'সাদা গেঞ্জি ও জিন্স এর প্যান্ট পড়া এক পুরুষ ও এক মহিলা বসে আছেন'}"
19869,19869,"{'en': 'a man and woman wearing sunglasses sitting on a rock .', 'bn': 'একটি পাথরের উপর বসে সানগ্লাস পরা একজন পুরুষ ও মহিলা'}"
19870,19870,"{'en': 'a man in a white coat jumps a snowboard .', 'bn': 'সাদা কোট পরা একজন লোক তুষারে স্নোবোর্ডিং করছে'}"
19871,19871,"{'en': 'a person on a green board is snowboarding in midair .', 'bn': 'সবুজ বোর্ডে একজন ব্যক্তি  শূন্যে .স্নোবোর্ডিং করছে।'}"
19872,19872,"{'en': 'a snowboarder', 'bn': 'একজন স্নোবোর্ডার'}"
19873,19873,"{'en': 'someone on a nitro snowboard in midair and another person on the ground behind them .', 'bn': 'এক লোক বরফের স্কেটিং করছেন'}"
19874,19874,"{'en': 'two snowboarders in a snowy scene .', 'bn': 'একটি বরফের দৃশ্যে দুটি স্নোবোর্ডার।'}"
19875,19875,"{'en': 'a couple sits on a floral couch while an older woman in the background smiles .', 'bn': 'একটি দম্পতি ফুলের সোফায় বসে আছেন'}"
19876,19876,"{'en': 'a couple sitting together on a flowered sofa with an older woman .', 'bn': 'এক যুগল এক বৃদ্ধা মহিলার সাথে একসাথে ফুলের সোফায় বসে।'}"
19877,19877,"{'en': 'a man and woman have their arms around each other while an older woman in orange sits next to them .', 'bn': 'একজন পুরুষ এবং মহিলা একে অপরের হাত কাঁধে দিয়ে বসে আছে আর তাদের পাশে একজন বৃদ্ধ মহিলা বসে আছে'}"
19878,19878,"{'en': 'a man and woman hug on a couch while another woman smiles .', 'bn': 'সোফায় বসে থাকা দম্পতি একসাথে ছবি তুলছেন'}"
19879,19879,"{'en': 'a man and woman pose on a couch .', 'bn': 'একজন পুরুষ ও মহিলা একটি পালঙ্কে পোজ দিচ্ছেন।'}"
19880,19880,"{'en': 'a brown dog drinks from a body of water .', 'bn': 'একটি বাদামী কুকুর জলাশয় থেকে পানি পান করছে'}"
19881,19881,"{'en': 'a brown dog is starting to walk into water .', 'bn': 'একটি বাদামী কুকুর জলে চলতে শুরু করেছে।'}"
19882,19882,"{'en': 'a brown dog steps into murky water .', 'bn': 'একটি বাদামী কুকুর  ঘোলা পানিতে ওা দিয়েছে'}"
19883,19883,"{'en': 'a dog putting his legs into a pond', 'bn': 'একটি কুকুর পুকুরে পা রাখছে'}"
19884,19884,"{'en': 'an elderly gentleman very smartly dressed .', 'bn': 'পরিপাটি পোশাক পরিহিত একজন বয়স্ক ভদ্রলোক'}"
19885,19885,"{'en': 'an older asian man wearing an embroidered ski cap poses for a picture .', 'bn': 'সূচিকর্ম স্কি ক্যাপ পরা একজন প্রবীণ এশিয়ান লোক একটি ছবির জন্য  ভঙ্গি দিচ্ছেন।'}"
19886,19886,"{'en': 'an old man stands in front of a doorway .', 'bn': 'একজন বৃদ্ধ মহিলা দরজার সামনে দাড়িয়ে আছে'}"
19887,19887,"{'en': 'older gentleman in a red coat and black and white polka dot scarf .', 'bn': 'বৃদ্ধ লোক টুপি ও রঙিন পোশাক পড়ে ছবি তুলছেন'}"
19888,19888,"{'en': 'old man with a black coat and hat .', 'bn': 'একটি কালো কোট এবং টুপি সঙ্গে বৃদ্ধ মানুষ।'}"
19889,19889,"{'en': 'a man and two girls look at something in the woods .', 'bn': 'একজন পুরুষ ও দুটি মেয়ে বনে কিছু দেখছে'}"
19890,19890,"{'en': 'a man and two young girls in a forest .', 'bn': 'এক বনে এক ব্যক্তি এবং দুই যুবতী মেয়ে।'}"
19891,19891,"{'en': 'a man and young girl stand together looking at something with a small child nearby .', 'bn': 'একজন মহিলা এবং পুরুষ ছোট শিশুর পাশাপাশি দাঁড়িয়ে কিছু একটা দেখছে'}"
19892,19892,"{'en': 'a man stands with two children in a wooded area looking at something in the distance .', 'bn': 'বনের মধ্যে এক লোক ও দুই বাচ্চা মেয়ে দাঁড়িয়ে আছে'}"
19893,19893,"{'en': 'the two girls and their dad are looking in at the path .', 'bn': 'দুই মেয়ে এবং তাদের বাবা পথের দিকে তাকিয়ে আছে।'}"
19894,19894,"{'en': 'during a game of rugby , a man tackles another .', 'bn': 'একটি রাগবি গেম চলাকালীন সময় একজন ব্যাক্তি আরেকজনকে আক্রমণ করেছে'}"
19895,19895,"{'en': 'men play football .', 'bn': 'পুরুষরা ফুটবল খেলে।'}"
19896,19896,"{'en': 'the guys are playing a sport .', 'bn': 'কয়েকজন লোক খেলছে'}"
19897,19897,"{'en': 'three men play ball in a field .', 'bn': 'তিনজন লোক একটি মাঠে বল খেলেন'}"
19898,19898,"{'en': 'a girl in colorful leggings and a white shirt sits next to similarly dressed girl in a small cubicle .', 'bn': 'একটি ছোটো বদ্ধ য়গায় দুটি মেয়ে বসে আছে'}"
19899,19899,"{'en': 'two girls crouch in a small stall .', 'bn': 'একটি ছোট স্টলে দুটি মেয়ে  নত অবস্থানআছে'}"
19900,19900,"{'en': 'two women in a bathroom stall .', 'bn': 'দুজন মহিলা বাথরুমে বসে আছে'}"
19901,19901,"{'en': 'two young woman dressed in white shirts sit in a small space .', 'bn': 'ছো কক্ষের মধ্যে দেয়ালে হেলান দিয়ে দুই মেয়ে বসে আছেন'}"
19902,19902,"{'en': 'two young women sitting against a concrete wall .', 'bn': ""দু'জন যুবতী কংক্রিটের দেয়ালের বিপরীতে বসে আছেন।""}"
19903,19903,"{'en': 'two brown and black dogs run through the dry grass .', 'bn': 'দুটি কুকুর শুকনো ঘাসের উপর দৌড়াচ্ছে'}"
19904,19904,"{'en': 'two dogs running through high grass .', 'bn': 'ঘাসের মধ্যে দুটি কুকুর দৌড়ে বেড়াচ্ছে'}"
19905,19905,"{'en': 'two large dogs frolic in a grassy field .', 'bn': 'ঘাসের মাঠে দুটি বড় কুকুর আনন্দ করছে'}"
19906,19906,"{'en': 'a man and a woman stare at the ground .', 'bn': 'একজন পুরুষ ও মহিলা মাটিতে তাকিয়ে আছেন।'}"
19907,19907,"{'en': 'a man is helping someone put on a fancy robe .', 'bn': 'একজন লোক কাউকে অভিনব পোশাক পরতে সহায়তা করছে।'}"
19908,19908,"{'en': 'a man wearing a dark suit looks down as another person dressed in black and white does the same .', 'bn': 'কালো স্যুট পরা একজন লোক সাদা কালো জামা পরা একজনের  নিচে তাকিয়ে আছে'}"
19909,19909,"{'en': 'the bald woman is standing smiling next to a frowning man .', 'bn': 'ধর্মযাজক এক মহিলাকে দীক্ষা দিচ্ছেন'}"
19910,19910,"{'en': 'two men talk and laugh .', 'bn': ""দু'জন লোক কথা বলে ও হাসে।""}"
19911,19911,"{'en': 'a dog is running on snow with a snowball it its mouth .', 'bn': 'কুকুরটি একটি তুষারের বল মুখে নিয়ে তুষারের উপরে দৌড়াচ্ছে'}"
19912,19912,"{'en': 'a dog running across the snow with a snowball in its mouth .', 'bn': 'একটি কুকুর মুখে স্নোবল নিয়ে তুষার জুড়ে ছুটে চলেছে'}"
19913,19913,"{'en': 'a reddish brown dog runs across the snow with a snowball in its mouth .', 'bn': 'একটি লাল আভার বাদামী কুকুর মুখে বরফের গোলা নিয়ে বরফের মধ্যে হেঁটে যাচ্ছে'}"
19914,19914,"{'en': 'the beautiful reddish dog lopes around the flat snowy street with a snowball in its mouth .', 'bn': 'বরফের মধ্যে একটি কুকুর মুখে বরফের বল নিয়ে হাটছে'}"
19915,19915,"{'en': 'the brown dog runs on the snow with a white ball in his mouth .', 'bn': 'বাদামী কুকুরটি তার মুখে একটি সাদা বল নিয়ে তুষারের উপর দিয়ে ছুটে যায়।'}"
19916,19916,"{'en': 'a man helps another man tie a red ribbon onto his arm .', 'bn': 'হাতে লাল ফিতা বাঁধতে একজন লোক আরেকজন লোককে সাহায্য করছে'}"
19917,19917,"{'en': ""a man helps tie a red ribbon around another man 's right arm during a street parade ."", 'bn': 'রাস্তার প্যারেড চলাকালীন কোনও ব্যক্তি অন্য ব্যক্তির ডান হাতের চারপাশে একটি লাল ফিতা বেঁধে সহায়তা করে।'}"
19918,19918,"{'en': 'a man is tying a red arm band around another mans arm in the street .', 'bn': 'একজন লোক রাস্তায় আরেকজনের হাতে লাল রঙের ব্যন্ড বেঁধে দিচ্ছে'}"
19919,19919,"{'en': 'one man helps another attach a red ribbon to his forearm in the midst of a large group of people .', 'bn': 'আন্দোলনকারী একে অপরকে লাল কাপড় বেঁধে দিচ্ছেন'}"
19920,19920,"{'en': 'two men stand together ; one is putting something red on his arm .', 'bn': ""দু'জন লোক একসাথে দাঁড়িয়ে আছেন; একজন তার বাহুতে লাল কিছু রাখছেন।""}"
19921,19921,"{'en': 'a man in red shorts runs on a track .', 'bn': 'লাল ছোটো প্যান্ট পরিহিত লোকটি একটি রাস্তা ধরে দৌড়াচ্ছে'}"
19922,19922,"{'en': 'a man running on a track .', 'bn': 'একটি লোক ট্র্যাকের উপর দৌড়াচ্ছে।'}"
19923,19923,"{'en': 'a man running track', 'bn': 'একজন লোক ট্র্যাকে দৌড়াচ্ছে'}"
19924,19924,"{'en': 'a man runs on a track outside .', 'bn': 'একজন দৌড়বিদ রাস্তায় দৌড়াচ্ছেন'}"
19925,19925,"{'en': 'a runner on a track .', 'bn': 'একটি ট্র্যাকের একজন রানার।'}"
19926,19926,"{'en': 'a brown dog shakes while standing in the water near a yellow ball .', 'bn': 'পানিতে দাঁড়িয়ে শরীর থেকে পানি ঝেড়ে ফেলছে কুকুরটি'}"
19927,19927,"{'en': 'a brown , wet dog shaking off the water .', 'bn': 'একটি বাদামী, ভেজা কুকুর জল ঝরাচ্ছে'}"
19928,19928,"{'en': 'a dog on the beach shaking off water', 'bn': 'একটি কুকুর সৈকতে গা থেকে পানি ঝারছে'}"
19929,19929,"{'en': 'a dog shaking water off', 'bn': 'একটি কুকুর তার শরীর থেকে পানি ঝাকিয়ে শরীর শুকাচ্ছে'}"
19930,19930,"{'en': 'the brown dog stands in the water and shakes off .', 'bn': 'বাদামী কুকুরটি পানিতে দাঁড়িয়ে আছে এবং কাঁপছে।'}"
19931,19931,"{'en': 'a man and a woman in festive costumes dancing .', 'bn': 'উৎসবের পোশাক পরিহিত একজন পুরুষ ও মহিলা নাচছে'}"
19932,19932,"{'en': 'a man and a woman with feathers on her head dance .', 'bn': 'একজন পুরুষ এবং একজন মহিলা যার মাথায় পালক পরে নাচছে'}"
19933,19933,"{'en': 'a man and a woman wearing decorative costumes and dancing in a crowd of onlookers .', 'bn': 'একজন মহিলা এবং পুরুষ সাজসাজ্জাযুক্ত পরিচ্ছদ পরে নাচ করছে'}"
19934,19934,"{'en': 'one performer wearing a feathered headdress dancing with another performer in the streets', 'bn': 'সাম্বা নাচ পরিবেশন করা এক পুরুষ ও এক মহিলা'}"
19935,19935,"{'en': 'two people are dancing with drums on the right and a crowd behind them .', 'bn': ""দু'জন লোক ডানদিকে ড্রাম নিয়ে নেচেছেন এবং তাদের পিছনে ভিড় করছেন।""}"
19936,19936,"{'en': 'an atv rides over a vaste sandy landscape .', 'bn': 'বিস্তর মরুভূমি জুড়ে একটি এটিভি গাড়ি চলছে'}"
19937,19937,"{'en': 'a person on a large wheeled vehicle drives through an orange desert landscape .', 'bn': 'বড় চাকাযুক্ত যানবাহনে একটি ব্যক্তি কমলা মরুভূমির ল্যান্ডস্কেপ দিয়ে গাড়ি চালাচ্ছেন।'}"
19938,19938,"{'en': 'a person on an atv in dunes with a purple sky .', 'bn': 'একজন লোক বালিতে এটিভিতে চড়ছে এবং আকাশ বেগুনী'}"
19939,19939,"{'en': 'a person rides an atv through the desert .', 'bn': 'মরুভুমিতে এক লোক মোটর বাইক চালাচ্ছেন্ন'}"
19940,19940,"{'en': 'distant person riding off-road vehicle across sand dunes marked with treads .', 'bn': 'দূরের ব্যক্তিটি অফ-রোডে গাড়ি চালাচ্ছে যাতায়াতের চিহ্নিত বালির উপর দিয়ে'}"
19941,19941,"{'en': 'a blue uniformed rollerskater is struggling for the lead against a long-haired , tattooed and red uniformed rollerskater .', 'bn': 'নীল রঙের ইউনিফর্মযুক্ত একজন রোলারস্কেটার দীর্ঘ কেশী, উলকি এবং লাল ইউনিফর্মযুক্ত রোলারস্কেটারের বিরুদ্ধে নেতৃত্বের জন্য লড়াই করছে'}"
19942,19942,"{'en': 'two girls are battling it out in a roller derby race with other competitors and the referee behind them .', 'bn': 'অন্য প্রতিযোগী এবং তাদের সাথে রোলার ডার্বি রেসে দুটি মেয়ে লড়াই করছে,পিছনে রেফারি'}"
19943,19943,"{'en': 'two women in a roller derby bash into each other .', 'bn': 'দুজন মহিলা রোলার ডার্বি ব্যাশ করছে'}"
19944,19944,"{'en': 'two women on rollerskates are grappling .', 'bn': 'রোলার স্কেটিং করা দুই মহিলা একে অপরকে ধাক্কা দিচ্ছে'}"
19945,19945,"{'en': 'two women pushing each other during a rollerskating competition .', 'bn': 'একটি রোলারস্কেটিং প্রতিযোগিতায় দুইজন নারী পরস্পরকে ধাক্কা দিচ্ছে'}"
19946,19946,"{'en': 'a group of girls in dresses dancing .', 'bn': 'শাড়ি পরিহিত একদল মেয়ে নাচছে'}"
19947,19947,"{'en': 'four women dressed in long colorful skirts and winter clothes are dancing on the street .', 'bn': 'দীর্ঘ রঙিন স্কার্ট এবং শীতের পোশাক পরিহিত চার মহিলা রাস্তায় নেচে উঠছেন।'}"
19948,19948,"{'en': 'the people are dressed in heavy layered clothing , and are motioning together .', 'bn': 'মহিলারা ভারী কাপড় পরে নড়াচড়া করছে'}"
19949,19949,"{'en': 'women in colorful costumes dance in the street in front of a mcdonalds .', 'bn': 'শাড়ী ও শীত বস্ত্র পড়ে কিছু মহিলা নাচছেন'}"
19950,19950,"{'en': ""women in long skirts and jackets dancing in the back of a mcdonald 's ."", 'bn': 'জ্যাকেট এবং শাড়ি পরিহিত কয়েকজন নারী ম্যাকডোনাল্ডস দোকানের পেছনে নৃত্য করছে'}"
19951,19951,"{'en': 'a man looks out of the passenger window of a yellow car to see the tire smoking .', 'bn': 'গাড়ির চাকা থেকে বের হওয়া সাদা ধোঁয়ার দিকে তাকিয়ে আছে লোকটি'}"
19952,19952,"{'en': 'a yellow car , a man in it looking to the back where steam is coming out .', 'bn': 'একটি হলুদ গাড়ি, এর মধ্যে একটি লোক যেখানে পিছনে বাষ্প বের হচ্ছে তার দিকে তাকাচ্ছে।'}"
19953,19953,"{'en': 'a yellow car is creating smoke by spinning its tires .', 'bn': 'হলুদ গাড়ীটি চাকা ঘুরিয়ে ধেঁয়ার সৃষ্টি করছে'}"
19954,19954,"{'en': 'a yellow car spins its rear wheel while a man in the backseat watches .', 'bn': 'হলুদ গাড়ীর চাকা থেকে সাদা ধূয়া বের হচ্ছে'}"
19955,19955,"{'en': 'a yellow muscle car is burning rubber while a man in the car with blonde hair looks at the tire .', 'bn': 'শক্তিশালী ইঞ্জিনের হলুদ রঙের একটি গাড়ির টায়ারের রাবার পুড়ছে এবং একজন স্বর্ণকেশী লোক গাড়ির ভেতর থেকে টায়ারের দিকে তাকিয়ে আছে'}"
19956,19956,"{'en': 'a black and white dog holds a stick in his paw for chewing or playing .', 'bn': 'সাদা ছোপযুক্ত কালো কুকুরটি তার থাবা দিয়ে একটি লাঠি ধরে আছে'}"
19957,19957,"{'en': 'a black and white dog laying down with a big stick under its paw .', 'bn': 'একটি কালো এবং সাদা কুকুর তার পাঞ্জার নীচে একটি বড় লাঠি নিয়ে শুয়েছিল।'}"
19958,19958,"{'en': 'a black and white staffordshire terrier has his paw on large branch', 'bn': 'একটি সাদাকালো কুকুর তার থাবা একটি লাঠির উপর রেখেছে'}"
19959,19959,"{'en': 'the black and white dog has a stick in his paws .', 'bn': 'একটি কুকুর জঙ্গলে বসে আছে'}"
19960,19960,"{'en': 'there is a black and white dog chewing on a branch outside .', 'bn': 'একটি সাদা কালো কুকুর মাটিতে পড়ে থাকা গাছের ডালের উপর বসে কিছু একটা চাবাচ্ছে'}"
19961,19961,"{'en': 'two dogs are running through a field of grass .', 'bn': 'দুটি কুকুর মাঠে ঘাসের মধ্যে দৌড়াচ্ছে'}"
19962,19962,"{'en': 'two dogs running through a grassy field .', 'bn': 'দুইটি কুকুর ঘাসের মাঠের মধ্যে দিয়ে দৌড়ে যাচ্ছে'}"
